cx,cy,score,rank,bucket,matched_ann_id,matched_category
1286.0,1096.0,1.4308524,0,non_human_findings,-1,0
3880.0,3367.0,1.3299036,1,non_human_findings,-1,0
4261.0,4620.0,1.3294942,2,non_human_findings,-1,0
2894.0,4069.0,1.328023,3,non_human_findings,-1,0
5024.0,1198.0,1.3172326,4,non_human_findings,-1,0
4495.0,3601.0,1.3171409,5,non_human_findings,-1,0
3801.0,2653.0,1.315432,6,non_human_findings,-1,0
4427.0,3330.0,1.3140761,7,non_human_findings,-1,0
2633.0,1514.0,1.3020843,8,non_human_findings,-1,0
4452.0,3616.0,1.2984115,9,non_human_findings,-1,0
4452.0,2697.0,1.2908691,10,non_human_findings,-1,0
3566.0,4041.0,1.277551,11,non_human_findings,-1,0
1949.0,3078.0,1.2743491,12,human_correct_label,6334,1
3690.0,3417.0,1.2709965,13,non_human_findings,-1,0
2649.0,358.0,1.2529529,14,non_human_findings,-1,0
3607.0,3983.0,1.2456117,15,non_human_findings,-1,0
3992.0,1081.0,1.2421441,16,non_human_findings,-1,0
3926.0,4799.0,1.2293783,17,human_rejected_label,6394,2
6093.0,2032.0,1.2203946,18,human_correct_label,6322,1
3599.0,1941.0,1.2076737,19,non_human_findings,-1,0
4219.0,975.0,1.2056487,20,non_human_findings,-1,0
5854.0,4740.0,1.2014456,21,non_human_findings,-1,0
1368.0,766.0,1.1996871,22,non_human_findings,-1,0
5584.0,2306.0,1.1991632,23,non_human_findings,-1,0
4909.0,4254.0,1.1991012,24,non_human_findings,-1,0
5439.0,2329.0,1.1948435,25,non_human_findings,-1,0
4865.0,2442.0,1.1942366,26,non_human_findings,-1,0
5684.0,257.0,1.1941874,27,non_human_findings,-1,0
1377.0,3402.0,1.1894854,28,non_human_findings,-1,0
5992.0,3347.0,1.1854382,29,non_human_findings,-1,0
6066.0,950.0,1.1844565,30,non_human_findings,-1,0
6403.0,4601.0,1.1821456,31,non_human_findings,-1,0
5298.0,3527.0,1.1763024,32,non_human_findings,-1,0
3825.0,3095.0,1.1759207,33,non_human_findings,-1,0
3219.0,4734.0,1.1744032,34,non_human_findings,-1,0
1722.0,3033.0,1.1689739,35,non_human_findings,-1,0
3395.0,1093.0,1.1675879,36,human_correct_label,6284,1
3354.0,3268.0,1.1672881,37,non_human_findings,-1,0
1754.0,4131.0,1.164899,38,non_human_findings,-1,0
4956.0,3276.0,1.1648055,39,non_human_findings,-1,0
2887.0,4168.0,1.1643032,40,non_human_findings,-1,0
2780.0,2158.0,1.1604649,41,non_human_findings,-1,0
3121.0,4092.0,1.1594945,42,non_human_findings,-1,0
6518.0,146.0,1.1571681,43,human_rejected_label,6277,2
1190.0,761.0,1.1556903,44,non_human_findings,-1,0
1646.0,3975.0,1.153555,45,non_human_findings,-1,0
3055.0,3410.0,1.1525816,46,non_human_findings,-1,0
3800.0,189.0,1.1522053,47,non_human_findings,-1,0
1257.0,3424.0,1.1516665,48,non_human_findings,-1,0
2077.0,319.0,1.1506741,49,non_human_findings,-1,0
2313.0,2137.0,1.1503567,50,non_human_findings,-1,0
5882.0,3037.0,1.1499089,51,non_human_findings,-1,0
1655.0,2146.0,1.1491468,52,non_human_findings,-1,0
3737.0,2518.0,1.1478015,53,non_human_findings,-1,0
2615.0,214.0,1.1452206,54,non_human_findings,-1,0
4457.0,927.0,1.1436288,55,non_human_findings,-1,0
5041.0,2835.0,1.1424489,56,non_human_findings,-1,0
4922.0,3520.0,1.1419182,57,non_human_findings,-1,0
3066.0,2602.0,1.1412199,58,non_human_findings,-1,0
3191.0,1828.0,1.1391459,59,non_human_findings,-1,0
1399.0,3368.0,1.13684,60,non_human_findings,-1,0
5023.0,3499.0,1.1361396,61,non_human_findings,-1,0
2670.0,846.0,1.1349844,62,human_correct_label,6253,1
3771.0,3361.0,1.1344619,63,non_human_findings,-1,0
4976.0,4028.0,1.1336716,64,non_human_findings,-1,0
3837.0,2641.0,1.1293555,65,non_human_findings,-1,0
4357.0,4696.0,1.1276144,66,non_human_findings,-1,0
1377.0,2936.0,1.1274663,67,human_rejected_label,6332,2
4915.0,2714.0,1.1254725,68,non_human_findings,-1,0
5371.0,91.0,1.1251669,69,non_human_findings,-1,0
3044.0,4836.0,1.125067,70,non_human_findings,-1,0
4812.0,3454.0,1.1235257,71,non_human_findings,-1,0
5615.0,963.0,1.1221995,72,non_human_findings,-1,0
1707.0,1883.0,1.1220654,73,human_rejected_label,6305,2
1418.0,1931.0,1.1208402,74,non_human_findings,-1,0
5455.0,3005.0,1.1195136,75,non_human_findings,-1,0
3709.0,2223.0,1.1191734,76,non_human_findings,-1,0
2138.0,2267.0,1.1184583,77,non_human_findings,-1,0
5985.0,1563.0,1.1181079,78,non_human_findings,-1,0
1989.0,1784.0,1.1176248,79,human_rejected_label,6279,2
1490.0,490.0,1.1166022,80,non_human_findings,-1,0
5763.0,3756.0,1.1154375,81,non_human_findings,-1,0
4919.0,3152.0,1.1151857,82,non_human_findings,-1,0
3603.0,1153.0,1.1143137,83,non_human_findings,-1,0
5183.0,3023.0,1.1127921,84,non_human_findings,-1,0
3386.0,2541.0,1.1122166,85,non_human_findings,-1,0
3133.0,3884.0,1.1120732,86,non_human_findings,-1,0
104.0,3309.0,1.1107936,87,non_human_findings,-1,0
1750.0,4567.0,1.109983,88,non_human_findings,-1,0
4272.0,4209.0,1.1094085,89,non_human_findings,-1,0
5964.0,833.0,1.1091847,90,non_human_findings,-1,0
5083.0,2770.0,1.1085129,91,non_human_findings,-1,0
6494.0,1242.0,1.1078932,92,non_human_findings,-1,0
3054.0,1552.0,1.1072419,93,non_human_findings,-1,0
5190.0,1318.0,1.1051836,94,non_human_findings,-1,0
5739.0,4834.0,1.1051601,95,non_human_findings,-1,0
3276.0,4866.0,1.104304,96,non_human_findings,-1,0
2971.0,3988.0,1.1029559,97,non_human_findings,-1,0
3493.0,3298.0,1.102033,98,non_human_findings,-1,0
2002.0,2605.0,1.1016526,99,non_human_findings,-1,0
3242.0,4598.0,1.1014402,100,non_human_findings,-1,0
2465.0,3129.0,1.1004068,101,non_human_findings,-1,0
5588.0,2872.0,1.0995181,102,non_human_findings,-1,0
3226.0,4039.0,1.097353,103,non_human_findings,-1,0
1325.0,1729.0,1.097124,104,non_human_findings,-1,0
2902.0,3749.0,1.0968196,105,non_human_findings,-1,0
4280.0,1310.0,1.0967492,106,human_correct_label,6286,1
2894.0,3474.0,1.0963664,107,non_human_findings,-1,0
3174.0,3365.0,1.0960917,108,non_human_findings,-1,0
4010.0,3535.0,1.0954573,109,non_human_findings,-1,0
1626.0,4697.0,1.0951408,110,non_human_findings,-1,0
4016.0,3085.0,1.0949135,111,non_human_findings,-1,0
4420.0,4915.0,1.0948087,112,non_human_findings,-1,0
915.0,1458.0,1.0942916,113,non_human_findings,-1,0
5570.0,3031.0,1.0932962,114,non_human_findings,-1,0
2712.0,991.0,1.0929655,115,non_human_findings,-1,0
