check,severity,file_name,seed_index,condition,passed,detail
budget_delivered,halt,300.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,300.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,300.tiff,0,hem_rect_fill,True,n_detections=100
budget_delivered,halt,300.tiff,0,hem_rect_fill,True,n_detections=100
budget_delivered,halt,300.tiff,0,hem_rect_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,0,hem_rect_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,0,hem_mask_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,0,hem_mask_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,300.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,300.tiff,1,hem_rect_fill,True,n_detections=99
budget_delivered,halt,300.tiff,1,hem_rect_fill,True,n_detections=99
budget_delivered,halt,300.tiff,1,hem_rect_fill_1um,True,n_detections=99
budget_delivered,halt,300.tiff,1,hem_rect_fill_1um,True,n_detections=99
budget_delivered,halt,300.tiff,1,hem_mask_fill_1um,True,n_detections=99
budget_delivered,halt,300.tiff,1,hem_mask_fill_1um,True,n_detections=99
budget_delivered,halt,300.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,300.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,300.tiff,2,hem_rect_fill,True,n_detections=99
budget_delivered,halt,300.tiff,2,hem_rect_fill,True,n_detections=99
budget_delivered,halt,300.tiff,2,hem_rect_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,2,hem_rect_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,2,hem_mask_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,2,hem_mask_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,3,default_51,True,n_detections=100
budget_delivered,halt,300.tiff,3,default_51,True,n_detections=100
budget_delivered,halt,300.tiff,3,hem_rect_fill,True,n_detections=100
budget_delivered,halt,300.tiff,3,hem_rect_fill,True,n_detections=100
budget_delivered,halt,300.tiff,3,hem_rect_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,3,hem_rect_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,3,hem_mask_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,3,hem_mask_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,4,default_51,True,n_detections=99
budget_delivered,halt,300.tiff,4,default_51,True,n_detections=99
budget_delivered,halt,300.tiff,4,hem_rect_fill,True,n_detections=100
budget_delivered,halt,300.tiff,4,hem_rect_fill,True,n_detections=100
budget_delivered,halt,300.tiff,4,hem_rect_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,4,hem_rect_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,4,hem_mask_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,4,hem_mask_fill_1um,True,n_detections=100
budget_delivered,halt,300.tiff,5,default_51,True,n_detections=99
budget_delivered,halt,300.tiff,5,default_51,True,n_detections=99
budget_delivered,halt,300.tiff,5,hem_rect_fill,True,n_detections=99
budget_delivered,halt,300.tiff,5,hem_rect_fill,True,n_detections=99
budget_delivered,halt,300.tiff,5,hem_rect_fill_1um,True,n_detections=99
budget_delivered,halt,300.tiff,5,hem_rect_fill_1um,True,n_detections=99
budget_delivered,halt,300.tiff,5,hem_mask_fill_1um,True,n_detections=99
budget_delivered,halt,300.tiff,5,hem_mask_fill_1um,True,n_detections=99
budget_delivered,halt,301.tiff,0,default_51,True,n_detections=100
