file_name,method,seed_ann_id,channel,mpp,tightened_base_size,bbox_method,bbox_center_tolerance,bbox_headroom_frac,tighten_bbox,seed_agreement_flagged,seed_n_agreement_pool,seed_n_after_border,seed_n_after_foreground,match_radius_px,n_gt_mitotic_eval,recall_at_k,roi_area_mm2,sens@1fp_mm2,sens@2fp_mm2,sens@4fp_mm2,sens@8fp_mm2,sens@16fp_mm2,sens@32fp_mm2,sens@64fp_mm2,k,topk_tp,topk_fp_lookalike,topk_fp_unannotated,n_lookalike_gt,lookalike_attraction_at_k,n_mitotic_gt,mitotic_recall_at_k,lookalike_attraction,mitotic_recall,n_detections_total,n_unanimous,recall_unanimous_at_k,n_contested,recall_contested_at_k,recall_unanimous,recall_contested,all_n_detections,all_tp,all_fp_lookalike,all_fp_unannotated,all_matched_any_gt,all_matched_frac,all_precision_mitotic,all_mitotic_gt_found,all_mitotic_gt_missed,all_lookalike_gt_found,all_lookalike_gt_missed,coverage_frac,nms_radius,n_augmentations,t_match_s,n_peaks,max_peak_score,n_after_nms,n_self_hits,seed_self_score,n_detections,max_detection_score,t_postprocess_s,t_total_s,recall_at_budget_100,budget_delivered_100,recall_at_budget_250,budget_delivered_250,recall_at_budget_500,budget_delivered_500,seed_index,roi,arm,wall_s
094.tiff,find_and_suppress,2603,gray_inverted,0.2298,31,binary,0,,True,False,49,49,44,32.6,81,0.32098765432098764,2.01,0.06172839506172839,0.06172839506172839,0.1111111111111111,0.12345679012345678,0.18518518518518517,0.3333333333333333,0.4444444444444444,81,26,11,44,102,0.10784313725490197,81,0.32098765432098764,0.9607843137254902,0.9753086419753086,8415,48,0.25,33,0.42424242424242425,0.9583333333333334,1.0,8415,79,98,8238,177,0.02103386809268912,0.009387997623290624,79,2,98,4,0.6025,32.63,1,5.06,10942,1.0,8416,1,1.0,8415,0.8929935693740845,0.91,6.0,0.345679012345679,100,0.5308641975308642,250,0.6790123456790124,500,0,094.tiff,binary,9.307
094.tiff,find_and_suppress,2603,gray_inverted,0.2298,29,headroom,0,0.15,True,False,49,49,42,32.6,81,0.24691358024691357,2.01,0.04938271604938271,0.06172839506172839,0.06172839506172839,0.12345679012345678,0.14814814814814814,0.25925925925925924,0.37037037037037035,81,20,12,49,102,0.11764705882352941,81,0.24691358024691357,0.9607843137254902,0.9753086419753086,8798,48,0.1875,33,0.3333333333333333,0.9583333333333334,1.0,8798,79,98,8621,177,0.020118208683789482,0.008979313480335418,79,2,98,4,0.6246,32.63,1,2.97,11905,0.9999989867210388,8799,1,0.9999989867210388,8798,0.8831230401992798,0.67,3.7,0.2962962962962963,100,0.43209876543209874,250,0.6296296296296297,500,0,094.tiff,headroom,5.716
094.tiff,find_and_suppress,2603,gray_inverted,0.2298,27,multiotsu,0,,True,False,49,49,41,32.6,81,0.19753086419753085,2.01,0.012345679012345678,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.14814814814814814,0.19753086419753085,0.25925925925925924,81,16,12,53,102,0.11764705882352941,81,0.19753086419753085,0.9607843137254902,0.9876543209876543,9010,48,0.14583333333333334,33,0.2727272727272727,0.9791666666666666,1.0,9010,80,98,8832,178,0.019755826859043313,0.008879023307435197,80,1,98,4,0.638,32.63,1,2.66,12745,1.0,9011,1,1.0,9010,0.8766379356384277,0.59,3.3,0.19753086419753085,100,0.35802469135802467,250,0.5555555555555556,500,0,094.tiff,multiotsu,5.404
094.tiff,find_and_suppress,2536,gray_inverted,0.2298,25,binary,0,,True,False,49,49,44,32.6,81,0.08641975308641975,2.01,0.0,0.0,0.0,0.04938271604938271,0.06172839506172839,0.07407407407407407,0.13580246913580246,81,7,5,69,102,0.049019607843137254,81,0.08641975308641975,0.9607843137254902,0.9753086419753086,11447,48,0.10416666666666667,33,0.06060606060606061,0.9791666666666666,0.9696969696969697,11447,79,98,11270,177,0.015462566611337865,0.006901371538393736,79,2,98,4,0.762,32.63,1,2.62,19281,1.0,11448,1,1.0,11447,0.8757371306419373,0.7,3.4,0.09876543209876543,100,0.20987654320987653,250,0.38271604938271603,500,1,094.tiff,binary,5.307
094.tiff,find_and_suppress,2540,gray_inverted,0.2298,33,headroom,0,0.15,True,False,49,49,42,32.6,81,0.06172839506172839,2.01,0.0,0.0,0.0,0.012345679012345678,0.037037037037037035,0.037037037037037035,0.08641975308641975,81,5,8,68,102,0.0784313725490196,81,0.06172839506172839,0.6470588235294118,0.7777777777777778,4521,48,0.041666666666666664,33,0.09090909090909091,0.7708333333333334,0.7878787878787878,4521,63,66,4392,129,0.02853351028532879,0.013934970139346617,63,18,66,36,0.3547,32.63,1,3.15,4969,1.0,4522,1,1.0,4521,0.7721074223518372,0.51,3.7,0.07407407407407407,100,0.2222222222222222,250,0.3333333333333333,500,1,094.tiff,headroom,5.603
094.tiff,find_and_suppress,2540,gray_inverted,0.2298,33,multiotsu,0,,True,False,49,49,41,32.6,81,0.06172839506172839,2.01,0.0,0.0,0.0,0.012345679012345678,0.037037037037037035,0.037037037037037035,0.08641975308641975,81,5,8,68,102,0.0784313725490196,81,0.06172839506172839,0.6470588235294118,0.7777777777777778,4521,48,0.041666666666666664,33,0.09090909090909091,0.7708333333333334,0.7878787878787878,4521,63,66,4392,129,0.02853351028532879,0.013934970139346617,63,18,66,36,0.3547,32.63,1,2.66,4969,1.0,4522,1,1.0,4521,0.7721074223518372,0.51,3.2,0.07407407407407407,100,0.2222222222222222,250,0.3333333333333333,500,1,094.tiff,multiotsu,5.427
094.tiff,find_and_suppress,2602,gray_inverted,0.2298,29,binary,0,,True,False,49,49,44,32.6,81,0.30864197530864196,2.01,0.07407407407407407,0.16049382716049382,0.1728395061728395,0.2345679012345679,0.2716049382716049,0.32098765432098764,0.43209876543209874,81,25,16,40,102,0.1568627450980392,81,0.30864197530864196,0.9607843137254902,0.9876543209876543,8819,48,0.22916666666666666,33,0.42424242424242425,0.9791666666666666,1.0,8819,80,98,8641,178,0.0201836942964032,0.009071323279282336,80,1,98,4,0.6275,32.63,1,3.26,11869,1.0,8820,1,1.0,8819,0.9095548987388611,0.82,4.2,0.35802469135802467,100,0.49382716049382713,250,0.5925925925925926,500,2,094.tiff,binary,6.932
094.tiff,find_and_suppress,2603,gray_inverted,0.2298,29,headroom,0,0.15,True,False,49,49,42,32.6,81,0.24691358024691357,2.01,0.04938271604938271,0.06172839506172839,0.06172839506172839,0.12345679012345678,0.14814814814814814,0.25925925925925924,0.37037037037037035,81,20,12,49,102,0.11764705882352941,81,0.24691358024691357,0.9607843137254902,0.9753086419753086,8798,48,0.1875,33,0.3333333333333333,0.9583333333333334,1.0,8798,79,98,8621,177,0.020118208683789482,0.008979313480335418,79,2,98,4,0.6246,32.63,1,5.53,11905,0.9999989867210388,8799,1,0.9999989867210388,8798,0.8831230401992798,1.5,7.2,0.2962962962962963,100,0.43209876543209874,250,0.6296296296296297,500,2,094.tiff,headroom,10.198
094.tiff,find_and_suppress,2603,gray_inverted,0.2298,27,multiotsu,0,,True,False,49,49,41,32.6,81,0.19753086419753085,2.01,0.012345679012345678,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.14814814814814814,0.19753086419753085,0.25925925925925924,81,16,12,53,102,0.11764705882352941,81,0.19753086419753085,0.9607843137254902,0.9876543209876543,9010,48,0.14583333333333334,33,0.2727272727272727,0.9791666666666666,1.0,9010,80,98,8832,178,0.019755826859043313,0.008879023307435197,80,1,98,4,0.638,32.63,1,3.65,12745,1.0,9011,1,1.0,9010,0.8766379356384277,0.91,4.6,0.19753086419753085,100,0.35802469135802467,250,0.5555555555555556,500,2,094.tiff,multiotsu,7.413
094.tiff,find_and_suppress,2597,gray_inverted,0.2298,29,binary,0,,True,False,49,49,44,32.6,81,0.14814814814814814,2.01,0.024691358024691357,0.037037037037037035,0.04938271604938271,0.08641975308641975,0.1111111111111111,0.14814814814814814,0.25925925925925924,81,12,12,57,102,0.11764705882352941,81,0.14814814814814814,0.9411764705882353,0.9629629629629629,7406,48,0.14583333333333334,33,0.15151515151515152,0.9375,1.0,7406,78,96,7232,174,0.023494463948146974,0.010532001080203817,78,3,96,6,0.5422,32.63,1,4.51,9526,1.0,7407,1,1.0,7406,0.8622794151306152,1.03,5.6,0.18518518518518517,100,0.345679012345679,250,0.5802469135802469,500,3,094.tiff,binary,8.459
