file_name,method,rank,cx,cy,score,angle,flip,scale,bucket,matched_ann_id,matched_category
301.tiff,find_and_suppress,0,6293.0,3864.0,0.6989134,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,1,496.0,566.0,0.6659991,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,2,3274.0,864.0,0.656189,0.0,False,1.0,human_correct_label,14750,1
301.tiff,find_and_suppress,3,3918.0,1310.0,0.6518139,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,4,6129.0,282.0,0.64515954,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,5,3032.0,2232.0,0.6337706,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,6,61.0,243.0,0.6337594,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,7,1582.0,4725.0,0.6327598,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,8,3791.0,4396.0,0.63144344,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,9,3390.0,3791.0,0.63069844,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,10,841.0,2013.0,0.6303006,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,11,988.0,4557.0,0.62948513,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,12,85.0,303.0,0.6294696,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,13,3151.0,2419.0,0.62409925,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,14,5765.0,1784.0,0.62237185,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,15,6171.0,2425.0,0.62040263,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,16,1330.0,3770.0,0.61919516,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,17,134.0,1021.0,0.6188417,0.0,False,1.0,non_human_findings,-1,0
