file_name,method,rank,cx,cy,score,angle,flip,scale,bucket,matched_ann_id,matched_category
301.tiff,find_and_suppress,0,1582.0,4725.0,0.67996114,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,1,5825.0,3490.0,0.64220333,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,2,3032.0,2232.0,0.63946027,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,3,628.0,4756.0,0.6385036,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,4,6295.0,3863.0,0.6373233,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,5,5599.0,3635.0,0.6348656,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,6,2269.0,4765.0,0.6248413,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,7,6271.0,321.0,0.62426543,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,8,3460.0,4539.0,0.62336135,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,9,5979.0,2632.0,0.6219977,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,10,6245.0,4086.0,0.6155951,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,11,5116.0,4232.0,0.61489356,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,12,3802.0,1176.0,0.61152095,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,13,3352.0,3400.0,0.6106532,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,14,4423.0,1224.0,0.6103797,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,15,988.0,4558.0,0.609068,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,16,6012.0,2725.0,0.60835904,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,17,313.0,4290.0,0.6076913,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,18,3324.0,4318.0,0.6076435,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,19,1978.0,2857.0,0.60431945,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,20,895.0,1500.0,0.60099703,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,21,2808.0,262.0,0.6007925,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,22,3918.0,1309.0,0.6001045,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,23,3748.0,3082.0,0.5994991,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,24,3489.0,847.0,0.5991678,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,25,3390.0,3245.0,0.598252,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,26,5691.0,1360.0,0.5982284,0.0,False,1.0,non_human_findings,-1,0
