file_name,ann_id,tumor_type,bucket,bin_accepted,bin_reject_reason,bin_area,bin_solidity,bin_area_frac,bin_longer_side,bin_threshold,multiotsu_accepted,multiotsu_reject_reason,multiotsu_area,multiotsu_solidity,multiotsu_area_frac,multiotsu_longer_side,multiotsu_looks_merged,frac_0.05_accepted,frac_0.05_reject_reason,frac_0.05_area,frac_0.05_solidity,frac_0.05_area_frac,frac_0.05_longer_side,frac_0.05_looks_merged,frac_0.10_accepted,frac_0.10_reject_reason,frac_0.10_area,frac_0.10_solidity,frac_0.10_area_frac,frac_0.10_longer_side,frac_0.10_looks_merged,frac_0.15_accepted,frac_0.15_reject_reason,frac_0.15_area,frac_0.15_solidity,frac_0.15_area_frac,frac_0.15_longer_side,frac_0.15_looks_merged,frac_0.20_accepted,frac_0.20_reject_reason,frac_0.20_area,frac_0.20_solidity,frac_0.20_area_frac,frac_0.20_longer_side,frac_0.20_looks_merged,frac_0.30_accepted,frac_0.30_reject_reason,frac_0.30_area,frac_0.30_solidity,frac_0.30_area_frac,frac_0.30_longer_side,frac_0.30_looks_merged
002.tiff,7,human breast cancer,flagged_accepted,True,,873.0,0.6109167249825053,0.3356401384083045,48.0,136.0,True,,571.0,0.6655011655011654,0.21953094963475586,40.0,False,True,,845.0,0.5975954738330976,0.3248750480584391,48.0,True,True,,770.0,0.6006240249609984,0.2960399846212995,42.0,False,True,,677.0,0.728740581270183,0.26028450595924646,40.0,False,True,,655.0,0.7245575221238938,0.2518262206843522,40.0,False,True,,599.0,0.6948955916473318,0.2302960399846213,40.0,False
002.tiff,9,human breast cancer,control,True,,489.0,0.8609154929577465,0.18800461361014995,38.0,152.0,True,,418.0,0.8530612244897959,0.16070742022299117,34.0,False,True,,466.0,0.8442028985507246,0.17916186082276048,38.0,False,True,,440.0,0.8576998050682261,0.16916570549788543,35.0,False,True,,423.0,0.8476953907815631,0.16262975778546712,35.0,False,True,,402.0,0.8720173535791758,0.15455594002306805,34.0,False,True,,381.0,0.8718535469107551,0.14648212226066898,34.0,False
002.tiff,10,human breast cancer,control,True,,490.0,0.9297912713472486,0.18838908112264513,29.0,163.0,True,,457.0,0.9213709677419355,0.17570165321030373,29.0,False,True,,482.0,0.9377431906614786,0.18531334102268357,29.0,False,True,,464.0,0.928,0.17839292579777008,29.0,False,True,,457.0,0.9213709677419355,0.17570165321030373,29.0,False,True,,442.0,0.9227557411273486,0.16993464052287582,28.0,False,True,,417.0,0.9164835164835164,0.16032295271049596,28.0,False
002.tiff,13,human breast cancer,control,True,,458.0,0.8481481481481481,0.17608612072279892,26.0,128.0,True,,382.0,0.8162393162393162,0.14686658977316416,24.0,False,True,,440.0,0.8396946564885496,0.16916570549788543,26.0,False,True,,411.0,0.8439425051334702,0.1580161476355248,25.0,False,True,,382.0,0.8162393162393162,0.14686658977316416,24.0,False,True,,355.0,0.7906458797327395,0.13648596693579393,24.0,False,True,,314.0,0.8463611859838275,0.12072279892349097,22.0,False
002.tiff,14,human breast cancer,control,True,,419.0,0.8264299802761341,0.16109188773548636,29.0,144.0,True,,397.0,0.8202479338842975,0.15263360246059207,28.0,False,True,,412.0,0.8256513026052105,0.15840061514801998,29.0,False,True,,394.0,0.8259958071278826,0.1514801999231065,28.0,False,True,,369.0,0.8127753303964758,0.14186851211072665,28.0,False,True,,345.0,0.8079625292740047,0.13264129181084197,27.0,False,True,,313.0,0.7904040404040404,0.12033833141099577,27.0,False
002.tiff,17,human breast cancer,control,True,,641.0,0.8709239130434783,0.24644367550941945,36.0,159.0,True,,583.0,0.8535871156661786,0.2241445597846982,36.0,False,True,,618.0,0.865546218487395,0.23760092272202998,36.0,False,True,,583.0,0.8535871156661786,0.2241445597846982,36.0,False,True,,556.0,0.8323353293413174,0.21376393694732795,34.0,False,True,,523.0,0.8616144975288303,0.20107650903498656,34.0,False,True,,481.0,0.8307426597582038,0.18492887351018839,34.0,False
002.tiff,18,human breast cancer,control,True,,572.0,0.772972972972973,0.21991541714725105,35.0,145.0,True,,436.0,0.9026915113871635,0.16762783544790466,29.0,False,True,,501.0,0.9027027027027027,0.19261822376009227,31.0,False,True,,481.0,0.8923933209647495,0.18492887351018839,31.0,False,True,,460.0,0.8914728682170543,0.1768550557477893,30.0,False,True,,438.0,0.8993839835728953,0.16839677047289503,29.0,False,True,,408.0,0.8793103448275862,0.1568627450980392,29.0,False
094.tiff,2483,human breast cancer,control,True,,494.0,0.9250936329588015,0.18992695117262592,28.0,135.0,True,,417.0,0.9205298013245033,0.16032295271049596,26.0,False,True,,478.0,0.9281553398058252,0.1837754709727028,27.0,False,True,,461.0,0.9183266932270916,0.1772395232602845,27.0,False,True,,449.0,0.9296066252587992,0.17262591311034217,26.0,False,True,,429.0,0.9245689655172413,0.16493656286043828,26.0,False,True,,397.0,0.9147465437788018,0.15263360246059207,25.0,False
094.tiff,2486,human breast cancer,control,True,,469.0,0.9324055666003976,0.18031526336024606,27.0,143.0,True,,435.0,0.9216101694915254,0.16724336793540945,26.0,False,True,,457.0,0.9213709677419355,0.17570165321030373,26.0,False,True,,443.0,0.9152892561983471,0.170319108035371,26.0,False,True,,428.0,0.9244060475161987,0.1645520953479431,26.0,False,True,,409.0,0.9088888888888889,0.1572472126105344,26.0,False,True,,376.0,0.9082125603864735,0.144559784698193,24.0,False
094.tiff,2487,human breast cancer,control,True,,413.0,0.9472477064220184,0.1587850826605152,25.0,131.0,True,,342.0,0.936986301369863,0.1314878892733564,23.0,False,True,,401.0,0.9457547169811321,0.15417147251057287,25.0,False,True,,383.0,0.9341463414634147,0.14725105728565935,25.0,False,True,,373.0,0.9371859296482412,0.14340638216070742,25.0,False,True,,362.0,0.9427083333333334,0.13917723952326028,24.0,False,True,,341.0,0.9342465753424658,0.1311034217608612,23.0,False
094.tiff,2489,human breast cancer,control,True,,586.0,0.9272151898734177,0.22529796232218377,30.0,162.0,True,,561.0,0.9272727272727272,0.21568627450980393,30.0,False,True,,573.0,0.9138755980861244,0.22029988465974626,30.0,False,True,,561.0,0.9272727272727272,0.21568627450980393,30.0,False,True,,554.0,0.920265780730897,0.21299500192233756,30.0,False,True,,538.0,0.9212328767123288,0.20684352172241446,29.0,False,True,,516.0,0.9247311827956989,0.19838523644752018,29.0,False
094.tiff,2492,human breast cancer,control,True,,50.0,0.8928571428571429,0.019223375624759707,12.0,130.0,False,min_area,34.0,0.9444444444444444,0.013071895424836602,11.0,,False,min_area,48.0,0.8571428571428571,0.01845444059976932,12.0,,False,min_area,37.0,0.925,0.014225297962322183,11.0,,False,min_area,34.0,0.9444444444444444,0.013071895424836602,11.0,,False,min_area,30.0,0.9090909090909091,0.011534025374855825,10.0,,False,min_area,17.0,1.0,0.006535947712418301,9.0,
094.tiff,2493,human breast cancer,control,True,,435.0,0.8823529411764706,0.16724336793540945,28.0,148.0,True,,393.0,0.8772321428571429,0.1510957324106113,28.0,False,True,,423.0,0.8849372384937239,0.16262975778546712,28.0,False,True,,412.0,0.869198312236287,0.15840061514801998,28.0,False,True,,393.0,0.8772321428571429,0.1510957324106113,28.0,False,True,,380.0,0.8539325842696629,0.14609765474817377,28.0,False,True,,355.0,0.8452380952380952,0.13648596693579393,27.0,False
094.tiff,2494,human breast cancer,control,True,,725.0,0.8192090395480226,0.27873894655901577,34.0,135.0,True,,382.0,0.8110403397027601,0.14686658977316416,32.0,False,True,,689.0,0.793778801843318,0.2648981161091888,34.0,False,True,,647.0,0.7629716981132075,0.24875048058439062,33.0,False,True,,585.0,0.7358490566037735,0.22491349480968859,33.0,False,True,,540.0,0.7012987012987013,0.20761245674740483,32.0,False,True,,359.0,0.7872807017543859,0.1380238369857747,32.0,False
094.tiff,2495,human breast cancer,control,True,,555.0,0.9422750424448217,0.21337946943483277,35.0,155.0,True,,498.0,0.9137614678899083,0.1914648212226067,35.0,False,True,,534.0,0.9319371727748691,0.20530565167243367,35.0,False,True,,522.0,0.9354838709677419,0.20069204152249134,35.0,False,True,,508.0,0.9253187613843351,0.19530949634755862,35.0,False,True,,491.0,0.9109461966604824,0.18877354863514034,35.0,False,True,,459.0,0.9017681728880157,0.17647058823529413,34.0,False
094.tiff,2499,human breast cancer,control,True,,619.0,0.7430972388955582,0.2379853902345252,35.0,113.0,True,,361.0,0.8719806763285024,0.1387927720107651,23.0,False,True,,584.0,0.7525773195876289,0.2245290272971934,35.0,False,True,,553.0,0.7181818181818181,0.21261053440984237,35.0,False,True,,507.0,0.6706349206349206,0.19492502883506344,35.0,False,True,,351.0,0.8624078624078624,0.13494809688581316,23.0,False,True,,308.0,0.8774928774928775,0.1184159938485198,22.0,False
094.tiff,2502,human breast cancer,control,True,,318.0,0.8641304347826086,0.12226066897347174,31.0,133.0,True,,281.0,0.8836477987421384,0.10803537101114956,28.0,False,True,,306.0,0.8571428571428571,0.11764705882352941,31.0,False,True,,295.0,0.8805970149253731,0.11341791618608228,30.0,False,True,,283.0,0.8761609907120743,0.10880430603613994,29.0,False,True,,275.0,0.8785942492012779,0.1057285659361784,28.0,False,True,,258.0,0.8835616438356164,0.09919261822376009,27.0,False
094.tiff,2505,human breast cancer,control,True,,483.0,0.9130434782608695,0.18569780853517878,28.0,140.0,True,,445.0,0.9290187891440501,0.1710880430603614,26.0,False,True,,476.0,0.9171483622350675,0.1830065359477124,28.0,False,True,,462.0,0.9184890656063618,0.1776239907727797,27.0,False,True,,448.0,0.9352818371607515,0.172241445597847,26.0,False,True,,437.0,0.9142259414225942,0.16801230296039985,26.0,False,True,,404.0,0.8997772828507795,0.15532487504805845,25.0,False
094.tiff,2510,human breast cancer,control,True,,481.0,0.9524752475247524,0.18492887351018839,26.0,156.0,True,,450.0,0.9574468085106383,0.17301038062283736,25.0,False,True,,463.0,0.9487704918032787,0.1780084582852749,25.0,False,True,,445.0,0.96529284164859,0.1710880430603614,25.0,False,True,,422.0,0.9525959367945824,0.16224529027297194,24.0,False,True,,409.0,0.955607476635514,0.1572472126105344,24.0,False,True,,383.0,0.948019801980198,0.14725105728565935,23.0,False
094.tiff,2512,human breast cancer,control,True,,399.0,0.9214780600461894,0.15340253748558247,25.0,126.0,True,,302.0,0.8728323699421965,0.11610918877354863,22.0,False,True,,389.0,0.9261904761904762,0.14955786236063054,24.0,False,True,,371.0,0.9205955334987593,0.14263744713571702,24.0,False,True,,361.0,0.916243654822335,0.1387927720107651,24.0,False,True,,350.0,0.9138381201044387,0.13456362937331795,23.0,False,True,,325.0,0.8928571428571429,0.1249519415609381,23.0,False
094.tiff,2513,human breast cancer,control,True,,287.0,0.8830769230769231,0.11034217608612072,27.0,129.0,True,,237.0,0.9011406844106464,0.09111880046136102,25.0,False,True,,279.0,0.8773584905660378,0.10726643598615918,27.0,False,True,,269.0,0.8848684210526315,0.10342176086120723,26.0,False,True,,260.0,0.8783783783783784,0.09996155324875049,26.0,False,True,,249.0,0.8767605633802817,0.09573241061130335,26.0,False,True,,232.0,0.8992248062015504,0.08919646289888504,25.0,False
094.tiff,2514,human breast cancer,control,True,,496.0,0.9483747609942639,0.1906958861976163,27.0,138.0,True,,452.0,0.9535864978902954,0.17377931564782775,26.0,False,True,,489.0,0.9421965317919075,0.18800461361014995,27.0,False,True,,472.0,0.9554655870445344,0.18146866589773164,26.0,False,True,,455.0,0.9518828451882845,0.17493271818531334,26.0,False,True,,439.0,0.9440860215053763,0.16878123798539024,26.0,False,True,,408.0,0.96,0.1568627450980392,25.0,False
094.tiff,2518,human breast cancer,control,True,,396.0,0.9317647058823529,0.1522491349480969,27.0,145.0,True,,371.0,0.9440203562340967,0.14263744713571702,26.0,False,True,,386.0,0.9323671497584541,0.14840445982314496,26.0,False,True,,376.0,0.9447236180904522,0.144559784698193,26.0,False,True,,363.0,0.9307692307692308,0.1395617070357555,26.0,False,True,,348.0,0.928,0.13379469434832755,26.0,False,True,,322.0,0.930635838150289,0.12379853902345252,24.0,False
094.tiff,2519,human breast cancer,control,True,,656.0,0.8421052631578947,0.2522106881968474,34.0,134.0,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,
094.tiff,2524,human breast cancer,control,True,,382.0,0.9095238095238095,0.14686658977316416,25.0,127.0,True,,340.0,0.9214092140921409,0.13071895424836602,24.0,False,True,,361.0,0.9093198992443325,0.1387927720107651,24.0,False,True,,346.0,0.9226666666666666,0.13302575932333718,24.0,False,True,,326.0,0.9235127478753541,0.1253364090734333,23.0,False,True,,307.0,0.8950437317784257,0.11803152633602461,23.0,False,True,,273.0,0.9191919191919192,0.104959630911188,21.0,False
094.tiff,2527,human breast cancer,no_foreground,False,no_foreground_at_click,,,,,127.0,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,
094.tiff,2530,human breast cancer,control,True,,476.0,0.9260700389105059,0.1830065359477124,27.0,130.0,True,,427.0,0.9262472885032538,0.16416762783544792,25.0,False,True,,460.0,0.9349593495934959,0.1768550557477893,27.0,False,True,,454.0,0.9322381930184805,0.17454825067281815,26.0,False,True,,447.0,0.9235537190082644,0.17185697808535177,26.0,False,True,,427.0,0.9262472885032538,0.16416762783544792,25.0,False,True,,407.0,0.9187358916478555,0.15647827758554403,25.0,False
094.tiff,2534,human breast cancer,control,True,,652.0,0.9408369408369408,0.2506728181468666,36.0,143.0,True,,615.0,0.9461538461538461,0.2364475201845444,35.0,False,True,,640.0,0.9453471196454948,0.24605920799692427,36.0,False,True,,620.0,0.9379727685325264,0.23836985774702038,35.0,False,True,,605.0,0.9603174603174603,0.23260284505959247,35.0,False,True,,583.0,0.9313099041533547,0.2241445597846982,35.0,False,True,,516.0,0.9020979020979021,0.19838523644752018,34.0,False
094.tiff,2536,human breast cancer,control,True,,387.0,0.9042056074766355,0.14878892733564014,25.0,134.0,True,,339.0,0.889763779527559,0.1303344867358708,24.0,False,True,,369.0,0.8891566265060241,0.14186851211072665,25.0,False,True,,346.0,0.8940568475452196,0.13302575932333718,24.0,False,True,,333.0,0.9073569482288828,0.12802768166089964,24.0,False,True,,312.0,0.8863636363636364,0.11995386389850057,24.0,False,True,,265.0,0.8493589743589743,0.10188389081122645,22.0,False
094.tiff,2540,human breast cancer,control,True,,749.0,0.9134146341463415,0.2879661668589004,32.0,157.0,True,,714.0,0.9095541401273886,0.27450980392156865,32.0,False,True,,736.0,0.9246231155778895,0.2829680891964629,32.0,False,True,,728.0,0.9203539823008849,0.27989234909650135,32.0,False,True,,714.0,0.9095541401273886,0.27450980392156865,32.0,False,True,,709.0,0.9054916985951469,0.27258746635909264,32.0,False,True,,669.0,0.8943850267379679,0.25720876585928487,30.0,False
094.tiff,2542,human breast cancer,control,True,,456.0,0.9011857707509882,0.17531718569780855,27.0,143.0,True,,388.0,0.8940092165898618,0.14917339484813533,25.0,False,True,,435.0,0.9119496855345912,0.16724336793540945,27.0,False,True,,415.0,0.9021739130434783,0.15955401768550556,25.0,False,True,,399.0,0.9027149321266968,0.15340253748558247,25.0,False,True,,384.0,0.8909512761020881,0.14763552479815456,25.0,False,True,,360.0,0.8845208845208845,0.1384083044982699,25.0,False
094.tiff,2543,human breast cancer,control,True,,385.0,0.8671171171171171,0.14801999231064975,35.0,141.0,True,,329.0,0.9013698630136986,0.12648981161091888,35.0,False,True,,368.0,0.882494004796163,0.14148404459823144,35.0,False,True,,352.0,0.8844221105527639,0.13533256439830835,35.0,False,True,,333.0,0.904891304347826,0.12802768166089964,35.0,False,True,,324.0,0.8950276243093923,0.1245674740484429,34.0,False,True,,295.0,0.899390243902439,0.11341791618608228,34.0,False
094.tiff,2546,human breast cancer,flagged_accepted,True,,978.0,0.7610894941634241,0.3760092272202999,45.0,126.0,True,,666.0,0.8345864661654135,0.2560553633217993,36.0,False,True,,776.0,0.874859075535513,0.29834678969627065,38.0,False,True,,757.0,0.8661327231121282,0.29104190695886195,37.0,False,True,,717.0,0.8445229681978799,0.27566320645905423,37.0,False,True,,674.0,0.8383084577114428,0.2591311034217609,36.0,False,True,,584.0,0.7468030690537084,0.2245290272971934,35.0,False
094.tiff,2548,human breast cancer,gap,True,,811.0,0.8882803943044907,0.3118031526336025,38.0,124.0,False,no_foreground_at_click,,,,,,True,,794.0,0.8783185840707964,0.30526720492118414,38.0,False,True,,768.0,0.8571428571428571,0.2952710495963091,38.0,False,True,,738.0,0.8434285714285714,0.2837370242214533,38.0,False,True,,708.0,0.8251748251748252,0.2722029988465975,38.0,False,False,no_foreground_at_click,,,,,
094.tiff,2549,human breast cancer,no_foreground,False,no_foreground_at_click,,,,,137.0,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,
094.tiff,2557,human breast cancer,control,True,,744.0,0.8406779661016949,0.28604382929642447,35.0,137.0,True,,509.0,0.807936507936508,0.19569396386005383,33.0,False,True,,718.0,0.8476977567886659,0.2760476739715494,35.0,False,True,,672.0,0.8582375478927203,0.25836216839677045,34.0,False,True,,641.0,0.8401048492791612,0.24644367550941945,33.0,False,True,,598.0,0.8305555555555556,0.2299115724721261,33.0,False,True,,529.0,0.8214285714285714,0.20338331410995772,33.0,False
094.tiff,2558,human breast cancer,control,True,,511.0,0.9092526690391459,0.1964628988850442,28.0,135.0,True,,437.0,0.8882113821138211,0.16801230296039985,26.0,False,True,,497.0,0.925512104283054,0.1910803537101115,27.0,False,True,,482.0,0.9251439539347409,0.18531334102268357,26.0,False,True,,470.0,0.914396887159533,0.18069973087274124,26.0,False,True,,457.0,0.8996062992125984,0.17570165321030373,26.0,False,True,,423.0,0.9019189765458422,0.16262975778546712,26.0,False
094.tiff,2560,human breast cancer,control,True,,444.0,0.9568965517241379,0.1707035755478662,27.0,140.0,True,,423.0,0.9358407079646017,0.16262975778546712,26.0,False,True,,441.0,0.9566160520607375,0.1695501730103806,26.0,False,True,,431.0,0.9349240780911063,0.16570549788542868,26.0,False,True,,423.0,0.9358407079646017,0.16262975778546712,26.0,False,True,,414.0,0.9517241379310345,0.15916955017301038,26.0,False,True,,393.0,0.9585365853658536,0.1510957324106113,25.0,False
094.tiff,2566,human breast cancer,control,True,,553.0,0.9155629139072847,0.21261053440984237,29.0,113.0,True,,410.0,0.8541666666666666,0.1576316801230296,26.0,False,True,,527.0,0.9070567986230637,0.20261437908496732,28.0,False,True,,497.0,0.9085923217550275,0.1910803537101115,27.0,False,True,,465.0,0.8790170132325141,0.1787773933102653,27.0,False,True,,432.0,0.8657314629258517,0.16608996539792387,26.0,False,True,,381.0,0.844789356984479,0.14648212226066898,25.0,False
