file_name,tumor_type,ann_id,mpp,is_seed,refusal_reason,base_size_px,base_size_um,area_frac,solidity,ratio_to_seed
013.tiff,human breast cancer,240,0.22632094805310524,False,success,37.0,8.373875077964893,0.23952326028450596,0.9326347305389222,1.1935483870967742
013.tiff,human breast cancer,241,0.22632094805310524,False,success,45.0,10.184442662389735,0.24029219530949636,0.7309941520467836,1.4516129032258065
013.tiff,human breast cancer,242,0.22632094805310524,False,success,35.0,7.921233181858684,0.1518646674356017,0.8738938053097345,1.1290322580645162
013.tiff,human breast cancer,243,0.22632094805310524,False,success,25.0,5.658023701327631,0.1245674740484429,0.9204545454545454,0.8064516129032258
013.tiff,human breast cancer,245,0.22632094805310524,False,success,39.0,8.826516974071104,0.2437524029219531,0.8331143232588699,1.2580645161290323
013.tiff,human breast cancer,246,0.22632094805310524,False,success,39.0,8.826516974071104,0.3464052287581699,0.842843779232928,1.2580645161290323
013.tiff,human breast cancer,247,0.22632094805310524,False,success,51.0,11.542368350708367,0.5132641291810842,0.9168956043956044,1.6451612903225807
013.tiff,human breast cancer,248,0.22632094805310524,False,success,35.0,7.921233181858684,0.144559784698193,0.8703703703703703,1.1290322580645162
013.tiff,human breast cancer,249,0.22632094805310524,False,success,39.0,8.826516974071104,0.38369857747020375,0.9122486288848263,1.2580645161290323
013.tiff,human breast cancer,250,0.22632094805310524,False,success,45.0,10.184442662389735,0.46789696270665126,0.8540350877192983,1.4516129032258065
013.tiff,human breast cancer,253,0.22632094805310524,False,success,41.0,9.279158870177314,0.3487120338331411,0.7628259041211102,1.3225806451612903
013.tiff,human breast cancer,254,0.22632094805310524,True,success,31.0,7.015949389646262,0.223760092272203,0.8447024673439768,1.0
013.tiff,human breast cancer,258,0.22632094805310524,False,success,43.0,9.731800766283525,0.16416762783544792,0.8388998035363457,1.3870967741935485
013.tiff,human breast cancer,259,0.22632094805310524,False,success,33.0,7.468591285752473,0.28412149173394846,0.929559748427673,1.064516129032258
013.tiff,human breast cancer,260,0.22632094805310524,False,success,31.0,7.015949389646262,0.16339869281045752,0.9239130434782609,1.0
013.tiff,human breast cancer,262,0.22632094805310524,False,success,31.0,7.015949389646262,0.15340253748558247,0.9027149321266968,1.0
013.tiff,human breast cancer,263,0.22632094805310524,False,success,29.0,6.5633074935400515,0.2241445597846982,0.9636363636363636,0.9354838709677419
013.tiff,human breast cancer,268,0.22632094805310524,False,success,39.0,8.826516974071104,0.25413302575932334,0.8697368421052631,1.2580645161290323
094.tiff,human breast cancer,2483,0.22984761284250915,False,success,29.0,6.665580772432765,0.18992695117262592,0.9250936329588015,1.16
094.tiff,human breast cancer,2484,0.22984761284250915,False,success,25.0,5.746190321062729,0.1707035755478662,0.9548387096774194,1.0
094.tiff,human breast cancer,2486,0.22984761284250915,False,success,27.0,6.205885546747747,0.18031526336024606,0.9324055666003976,1.08
094.tiff,human breast cancer,2487,0.22984761284250915,False,success,25.0,5.746190321062729,0.1587850826605152,0.9472477064220184,1.0
094.tiff,human breast cancer,2488,0.22984761284250915,False,success,25.0,5.746190321062729,0.16224529027297194,0.9483146067415731,1.0
094.tiff,human breast cancer,2489,0.22984761284250915,False,success,31.0,7.125275998117783,0.22529796232218377,0.9272151898734177,1.24
094.tiff,human breast cancer,2490,0.22984761284250915,False,success,27.0,6.205885546747747,0.1695501730103806,0.9423076923076923,1.08
094.tiff,human breast cancer,2492,0.22984761284250915,False,success,27.0,6.205885546747747,0.10995770857362552,0.9079365079365079,1.08
094.tiff,human breast cancer,2493,0.22984761284250915,False,success,29.0,6.665580772432765,0.16724336793540945,0.8823529411764706,1.16
094.tiff,human breast cancer,2494,0.22984761284250915,False,success,35.0,8.04466644948782,0.27873894655901577,0.8192090395480226,1.4
094.tiff,human breast cancer,2495,0.22984761284250915,False,success,35.0,8.04466644948782,0.21337946943483277,0.9422750424448217,1.4
094.tiff,human breast cancer,2499,0.22984761284250915,False,success,35.0,8.04466644948782,0.2379853902345252,0.7430972388955582,1.4
094.tiff,human breast cancer,2500,0.22984761284250915,False,success,31.0,7.125275998117783,0.16493656286043828,0.844488188976378,1.24
094.tiff,human breast cancer,2502,0.22984761284250915,False,success,31.0,7.125275998117783,0.12226066897347174,0.8641304347826086,1.24
094.tiff,human breast cancer,2505,0.22984761284250915,False,success,29.0,6.665580772432765,0.18569780853517878,0.9130434782608695,1.16
094.tiff,human breast cancer,2507,0.22984761284250915,False,success,51.0,11.722228254967966,0.6239907727797002,0.7787907869481766,2.04
094.tiff,human breast cancer,2510,0.22984761284250915,False,success,27.0,6.205885546747747,0.18492887351018839,0.9524752475247524,1.08
094.tiff,human breast cancer,2511,0.22984761284250915,False,success,37.0,8.504361675172838,0.19607843137254902,0.8947368421052632,1.48
094.tiff,human breast cancer,2512,0.22984761284250915,True,success,25.0,5.746190321062729,0.15340253748558247,0.9214780600461894,1.0
094.tiff,human breast cancer,2513,0.22984761284250915,False,success,27.0,6.205885546747747,0.11034217608612072,0.8830769230769231,1.08
094.tiff,human breast cancer,2514,0.22984761284250915,False,success,27.0,6.205885546747747,0.1906958861976163,0.9483747609942639,1.08
094.tiff,human breast cancer,2518,0.22984761284250915,False,success,27.0,6.205885546747747,0.1522491349480969,0.9317647058823529,1.08
094.tiff,human breast cancer,2519,0.22984761284250915,False,success,35.0,8.04466644948782,0.2522106881968474,0.8421052631578947,1.4
094.tiff,human breast cancer,2524,0.22984761284250915,False,success,25.0,5.746190321062729,0.14686658977316416,0.9095238095238095,1.0
094.tiff,human breast cancer,2527,0.22984761284250915,False,success,31.0,7.125275998117783,0.12648981161091888,0.9215686274509803,1.24
094.tiff,human breast cancer,2529,0.22984761284250915,False,success,51.0,11.722228254967966,0.4928873510188389,0.7727546714888487,2.04
094.tiff,human breast cancer,2530,0.22984761284250915,False,success,27.0,6.205885546747747,0.1830065359477124,0.9260700389105059,1.08
094.tiff,human breast cancer,2531,0.22984761284250915,False,success,27.0,6.205885546747747,0.16993464052287582,0.9384288747346072,1.08
094.tiff,human breast cancer,2532,0.22984761284250915,False,success,23.0,5.286495095377711,0.14263744713571702,0.9537275064267352,0.92
094.tiff,human breast cancer,2534,0.22984761284250915,False,success,37.0,8.504361675172838,0.2506728181468666,0.9408369408369408,1.48
094.tiff,human breast cancer,2536,0.22984761284250915,False,success,25.0,5.746190321062729,0.14878892733564014,0.9042056074766355,1.0
094.tiff,human breast cancer,2539,0.22984761284250915,False,success,23.0,5.286495095377711,0.10303729334871203,0.8963210702341137,0.92
094.tiff,human breast cancer,2540,0.22984761284250915,False,success,33.0,7.584971223802802,0.2879661668589004,0.9134146341463415,1.32
094.tiff,human breast cancer,2542,0.22984761284250915,False,success,27.0,6.205885546747747,0.17531718569780855,0.9011857707509882,1.08
